Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Neighborhood,SalePrice
978,3,769,1880,1900,2010,754.0,599,170,2,0,3,6,1,270.0,5241,400,290,80,SWISU,93888
979,7,1376,1883,1903,2007,818.0,979,397,2,0,3,6,2,433.0,17946,300,220,160,IDOTRR,175028
980,7,1775,1883,1903,2006,1487.0,1284,491,2,1,2,5,1,290.0,3051,440,270,70,Blueste,246295
981,6,1162,1880,1900,2009,634.0,858,304,1,1,2,5,2,482.0,7806,130,60,170,IDOTRR,130233
982,8,2028,1950,1975,2009,1753.0,1468,560,1,1,4,6,1,239.0,4505,280,290,190,BrDale,260782
983,4,919,1914,1939,2006,619.0,581,338,2,0,3,6,2,432.0,4822,340,280,160,SawyerW,114718
984,4,1227,1887,1887,2008,1031.0,883,344,2,0,3,6,2,367.0,17508,490,70,50,NWAmes,141405
985,8,1634,1915,1915,2008,1121.0,1123,511,2,0,3,5,2,417.0,9497,80,90,90,Sawyer,254877
986,7,1670,2002,2002,2007,956.0,1262,408,2,1,3,6,1,215.0,13966,460,0,0,MeadowV,261729
987,8,1591,1922,1942,2009,1118.0,1178,413,2,0,2,5,2,,14016,310,260,0,OldTown,279068
988,7,1517,1906,1931,2008,843.0,777,740,1,1,3,6,2,448.0,18766,260,190,80,Blueste,202457
989,5,1258,1911,1911,2008,991.0,771,487,2,0,3,6,2,459.0,1893,90,280,190,NWAmes,183073
990,8,1499,1957,1962,2009,780.0,765,734,2,1,3,6,1,304.0,4239,240,280,20,CollgCr,248074
991,8,1848,2000,2000,2010,1411.0,980,868,2,1,5,9,2,451.0,5667,480,200,50,MeadowV,252811
992,8,1597,1895,1920,2008,1506.0,1086,511,1,0,3,6,2,388.0,14694,440,200,60,Sawyer,246647
993,6,1354,1978,1978,2006,1244.0,1031,323,2,1,3,7,1,227.0,5731,320,0,80,SWISU,207155
994,7,1351,1926,1946,2007,,724,627,1,0,3,6,1,268.0,2901,100,180,40,Sawyer,209199
995,6,887,1910,1920,2008,852.0,563,324,2,0,2,6,3,647.0,9586,360,10,150,Somerst,184356
996,4,1061,1883,1903,2008,585.0,820,241,2,0,4,8,2,475.0,2405,80,110,10,NridgHt,169614
997,9,2332,1896,1896,2010,1316.0,1735,597,1,1,3,6,3,,2029,60,220,20,SawyerW,346444
998,5,1406,1918,1923,2006,1094.0,922,484,2,1,2,5,2,484.0,9511,60,120,20,Timber,210114
999,10,1996,1927,1952,2007,1890.0,1460,536,2,0,4,7,2,457.0,16501,330,130,190,Edwards,365801
1000,7,1497,1918,1943,2008,1477.0,983,514,1,1,2,5,2,458.0,6118,180,40,90,OldTown,203914
1001,5,1254,1909,1924,2007,656.0,686,568,1,1,5,9,0,54.0,18456,190,20,20,Blueste,136868
1002,7,1659,1901,1906,2009,1124.0,891,768,3,1,4,8,2,,18527,490,260,140,NWAmes,255894
1003,9,1613,1945,1960,2008,978.0,897,716,2,0,3,7,2,448.0,16408,410,230,130,IDOTRR,272270
1004,8,1922,1987,1992,2008,1687.0,1163,759,3,0,2,6,3,658.0,8513,240,160,30,IDOTRR,298835
1005,8,1843,1891,1891,2009,1511.0,1435,408,2,1,3,7,2,407.0,10984,40,0,90,Timber,296097
1006,8,1843,1915,1930,2010,1031.0,1363,480,2,0,3,6,2,452.0,13287,470,130,100,Blueste,274416
1007,8,1787,1897,1897,2008,1325.0,1125,662,2,0,3,6,2,486.0,14334,280,50,100,NWAmes,267132
1008,9,1853,1969,1984,2007,1561.0,1200,653,2,1,3,6,2,463.0,7105,260,160,70,ClearCr,314993
1009,5,1384,1880,1880,2006,1231.0,802,582,1,0,4,7,1,291.0,12177,240,30,80,BrDale,168354
1010,7,1668,2006,2006,2007,850.0,1186,482,2,1,3,5,1,262.0,18438,360,50,70,Crawfor,257990
1011,5,1179,1969,1969,2010,1114.0,873,306,2,0,3,6,2,423.0,15551,140,0,110,NPkVill,190160
1012,10,1885,1966,1986,2006,1479.0,1077,808,1,1,3,6,2,473.0,12266,470,280,160,Sawyer,339893
1013,10,2020,1969,1974,2007,1830.0,1035,985,1,0,4,7,2,415.0,11916,30,80,140,NoRidge,418203
1014,3,1259,1949,1949,2007,1138.0,865,394,1,0,2,6,2,443.0,16509,130,30,180,SWISU,143330
1015,8,1452,1923,1928,2009,863.0,971,481,2,0,3,6,2,441.0,15374,480,80,190,Crawfor,257265
1016,9,1556,1965,1985,2010,863.0,965,591,2,1,4,6,3,629.0,10685,160,80,50,NoRidge,319925
1017,5,1282,1898,1908,2009,1103.0,888,394,2,1,4,8,2,521.0,19005,200,280,40,Blmngtn,156738
1018,7,1560,1980,2005,2006,902.0,1037,523,1,0,4,7,2,447.0,17939,150,210,70,NPkVill,230422
1019,9,1884,1974,1979,2009,1742.0,1083,801,1,0,4,7,2,504.0,16160,250,120,170,Somerst,317950
1020,3,998,1980,2000,2010,861.0,618,380,2,1,3,6,3,660.0,10349,80,220,140,NAmes,113156
1021,8,1655,1909,1914,2008,1524.0,1040,615,2,0,3,6,2,425.0,6236,10,280,20,Mitchel,273700
1022,6,1697,1912,1932,2008,1102.0,1296,401,1,1,2,6,2,437.0,4109,420,160,130,NoRidge,236367
1023,9,1529,1891,1891,2006,1006.0,1205,324,2,0,3,6,1,248.0,16175,140,200,140,CollgCr,294333
1024,10,1834,1997,2017,2008,1532.0,1408,426,2,1,3,5,3,639.0,5409,340,20,120,IDOTRR,361454
1025,10,1979,1973,1988,2009,1020.0,1416,563,1,1,3,6,1,241.0,18287,230,250,190,Somerst,333204
1026,7,1221,1955,1965,2006,1054.0,824,397,2,1,4,8,1,267.0,16367,470,250,80,Veenker,232523
1027,9,1814,1908,1913,2010,1665.0,1282,532,1,1,3,6,2,460.0,2294,370,280,160,NAmes,321815
1028,9,2182,1996,2016,2006,1543.0,1705,477,2,0,3,7,2,470.0,19445,130,50,180,Crawfor,357256
1029,6,1404,1894,1914,2006,1238.0,807,597,2,0,2,5,2,495.0,16869,360,190,30,MeadowV,184010
1030,8,1746,1881,1886,2007,1025.0,1153,593,2,1,4,8,2,435.0,12333,360,140,190,Veenker,312694
1031,3,697,1996,2021,2007,460.0,492,205,2,0,2,6,2,,12356,50,280,90,Veenker,109134
1032,7,1426,1897,1907,2006,1407.0,1003,423,2,1,2,6,2,491.0,8295,170,130,20,NPkVill,214688
1033,5,1174,1882,1892,2008,1165.0,675,499,2,1,3,6,2,488.0,6992,210,120,180,SawyerW,172289
1034,4,1036,1987,2007,2007,783.0,700,336,1,0,3,7,2,397.0,17294,170,80,80,Crawfor,174609
1035,4,1356,1974,1974,2010,1311.0,1001,355,2,0,2,5,3,703.0,11649,10,220,40,MeadowV,156965
1036,8,1811,2001,2001,2009,1378.0,1163,648,1,0,4,8,2,430.0,6499,310,140,130,IDOTRR,301068
1037,6,1177,1890,1900,2007,760.0,868,309,2,0,5,8,3,594.0,6697,160,130,60,ClearCr,183543
1038,8,1749,1947,1957,2006,1107.0,1063,686,1,0,5,7,1,303.0,5062,0,30,50,Mitchel,239652
1039,3,1049,2002,2002,2008,1012.0,819,230,2,1,2,5,2,465.0,19578,80,280,70,Gilbert,175545
1040,6,1628,1992,2007,2009,954.0,1074,554,1,0,4,7,1,266.0,2355,120,100,10,OldTown,198356
1041,7,1866,1977,1987,2007,1473.0,1266,600,3,0,5,8,2,440.0,10987,350,210,130,Somerst,302622
1042,8,1496,1972,1972,2008,1163.0,762,734,2,0,4,7,3,655.0,5121,360,10,60,Edwards,237829
1043,6,1237,1901,1916,2008,1075.0,681,556,2,0,3,6,2,445.0,5706,290,290,20,Timber,190020
1044,7,1298,2006,2021,2008,973.0,895,403,3,0,4,8,1,231.0,2538,300,150,190,ClearCr,216437
1045,9,1803,1904,1909,2006,1146.0,1128,675,2,1,2,4,1,250.0,6096,220,180,50,Crawfor,281024
1046,7,1643,1964,1969,2010,960.0,1071,572,3,0,4,7,2,453.0,15651,490,150,130,NPkVill,257116
1047,5,1447,1934,1939,2008,1172.0,750,697,1,1,2,6,1,,5870,270,260,110,NoRidge,227701
1048,2,784,1974,1979,2009,673.0,588,196,2,1,3,6,2,451.0,4947,90,60,170,Edwards,88618
1049,9,1786,1998,1998,2007,1401.0,1313,473,2,1,5,8,2,396.0,17403,240,100,110,ClearCr,309354
1050,2,830,1888,1898,2009,721.0,461,369,2,0,3,6,2,507.0,16826,350,110,60,BrkSide,63306
1051,9,1682,1921,1926,2006,960.0,1161,521,1,0,2,5,2,446.0,15556,250,30,40,NridgHt,332719
1052,7,1967,1932,1952,2006,1851.0,1466,501,3,0,5,7,2,417.0,6729,250,290,110,Edwards,282408
1053,10,1678,1953,1953,2009,1327.0,1161,517,2,0,5,8,2,465.0,3741,440,150,80,Mitchel,335236
1054,8,1736,1918,1923,2010,978.0,1029,707,2,1,2,6,1,227.0,9318,120,270,100,Blmngtn,286740
1055,10,2404,2001,2011,2006,1757.0,1675,729,2,1,4,7,3,649.0,8498,160,250,30,Timber,435364
1056,6,1401,1894,1899,2006,1292.0,788,613,1,1,3,5,2,,11655,390,150,130,SWISU,191428
1057,8,1661,2002,2002,2009,1575.0,989,672,3,0,3,7,2,419.0,7944,30,60,110,ClearCr,331404
1058,6,1328,1990,1990,2006,839.0,759,569,3,1,3,6,1,308.0,4515,220,240,170,MeadowV,180522
1059,7,1513,1962,1962,2010,1294.0,1009,504,2,0,2,4,1,311.0,16403,340,290,60,SawyerW,269424
1060,7,1824,1889,1899,2010,1003.0,971,853,1,1,3,7,2,434.0,8315,100,120,0,Somerst,267366
1061,9,1407,1971,1991,2010,727.0,1097,310,1,1,2,4,2,416.0,6364,110,40,120,Crawfor,267224
1062,10,2306,1908,1908,2007,1799.0,1383,923,2,0,4,8,2,434.0,11176,80,290,150,StoneBr,428318
1063,8,1415,1914,1939,2010,1199.0,800,615,1,0,3,6,2,435.0,5734,140,0,40,Timber,249397
1064,6,1346,1885,1885,2010,1208.0,873,473,2,1,4,8,3,683.0,15647,440,40,180,NPkVill,182603
1065,6,1314,1990,1990,2007,880.0,766,548,2,0,4,7,3,634.0,10026,360,210,80,Edwards,199223
1066,8,1817,1917,1927,2008,914.0,1200,617,2,0,2,5,2,415.0,8342,40,130,80,Sawyer,246834
1067,5,930,1956,1976,2006,687.0,562,368,1,0,4,7,2,453.0,3358,180,100,110,Blmngtn,148435
1068,4,1192,1972,1982,2010,605.0,643,549,2,0,4,8,2,405.0,2707,100,10,170,Veenker,186465
1069,6,1804,1946,1946,2006,984.0,1045,759,2,1,3,7,2,482.0,18808,80,230,90,ClearCr,239397
1070,6,1127,1887,1887,2009,747.0,711,416,2,1,2,5,2,467.0,6929,340,280,160,NridgHt,215471
1071,6,1437,2001,2001,2006,1032.0,731,706,2,1,4,8,1,232.0,9091,490,170,180,IDOTRR,198172
1072,5,1117,1963,1978,2007,714.0,816,301,2,0,4,7,2,435.0,14444,260,140,100,Somerst,185472
1073,3,1035,1964,1964,2006,818.0,710,325,2,1,4,6,1,257.0,7392,120,130,150,NoRidge,172333
1074,2,803,1924,1929,2006,423.0,546,257,2,1,2,4,0,16.0,13277,110,240,70,CollgCr,94523
1075,10,1871,1966,1991,2006,1070.0,1241,630,2,0,2,6,2,426.0,7445,80,290,140,ClearCr,358667
1076,6,1497,1895,1895,2008,1268.0,1013,484,3,0,3,7,2,443.0,9191,410,120,100,NridgHt,264422
1077,6,1760,1956,1966,2008,1005.0,1373,387,2,1,3,6,3,610.0,14048,270,10,60,BrkSide,200873
1078,8,1661,1888,1913,2009,1361.0,834,827,2,0,2,6,2,436.0,15173,120,180,10,CollgCr,275696
1079,5,1393,1939,1939,2007,734.0,716,677,1,0,3,6,3,617.0,5527,190,70,180,StoneBr,209813
1080,10,1741,1957,1962,2006,1225.0,970,771,2,0,3,6,2,492.0,13956,120,260,80,StoneBr,373749
1081,8,1508,1956,1956,2006,887.0,829,679,2,0,4,6,2,437.0,5795,260,210,170,NAmes,252859
1082,4,1194,1950,1970,2006,662.0,661,533,1,0,3,7,2,421.0,14369,250,160,120,Somerst,133155
1083,6,1696,1894,1909,2006,1328.0,1189,507,2,0,3,5,0,70.0,6161,280,140,0,Sawyer,186939
1084,9,1921,1950,1960,2008,1852.0,1225,696,1,1,4,7,2,431.0,16230,280,190,180,Edwards,301185
1085,10,1937,1981,1996,2009,1021.0,1544,393,2,0,5,8,2,416.0,13534,210,200,120,MeadowV,328553
1086,7,1549,1901,1911,2010,1100.0,879,670,2,1,3,6,1,276.0,17911,80,130,130,Somerst,247506
1087,7,1299,1992,1992,2007,1109.0,770,529,2,0,3,6,2,440.0,13642,230,260,160,Somerst,220356
1088,5,1370,1880,1880,2006,1001.0,1089,281,3,1,4,7,1,275.0,3398,410,20,190,Blueste,158854
1089,10,2176,1889,1889,2009,1965.0,1630,546,2,1,3,7,1,249.0,14419,180,160,0,IDOTRR,345798
1090,5,1159,1989,1999,2010,683.0,742,417,2,1,4,7,2,453.0,8800,370,20,40,Veenker,181503
1091,10,1905,1992,1992,2009,1866.0,1269,636,2,1,3,6,3,666.0,3927,300,120,190,SWISU,368368
1092,7,1603,1929,1929,2008,1110.0,1206,397,2,1,3,7,2,430.0,3125,380,240,130,BrkSide,231823
1093,7,1462,1891,1906,2010,980.0,941,521,2,1,3,6,2,425.0,12267,140,170,170,ClearCr,213178
1094,7,1536,1968,1988,2009,1439.0,862,674,2,0,3,7,3,686.0,19920,310,0,120,OldTown,244891
1095,5,1669,1991,1996,2008,1305.0,1249,420,1,0,3,6,2,467.0,4855,450,60,110,SWISU,209345
1096,5,1200,1957,1967,2009,909.0,793,407,2,1,2,4,2,447.0,15553,470,280,140,Edwards,147490
1097,5,1178,2000,2025,2009,,643,535,1,0,5,7,1,273.0,6402,450,220,30,MeadowV,142589
1098,5,1120,1902,1917,2010,884.0,729,391,2,1,3,7,2,466.0,17286,280,40,80,NWAmes,161659
1099,8,1848,1904,1904,2008,1074.0,1153,695,2,1,3,7,2,478.0,11766,330,10,20,Somerst,304484
1100,6,1363,1897,1917,2006,1140.0,1040,323,2,0,4,7,2,415.0,9780,80,290,100,Edwards,203770
1101,3,820,1922,1922,2007,464.0,441,379,2,1,3,6,2,448.0,16454,340,160,140,IDOTRR,77567
1102,10,2264,1957,1962,2010,2044.0,1726,538,2,0,4,6,2,483.0,13496,50,280,150,SawyerW,389864
1103,9,2133,1907,1907,2008,2122.0,1394,739,2,0,5,7,1,300.0,15546,360,200,60,NWAmes,341864
1104,9,1729,1938,1938,2009,1190.0,1074,655,2,0,3,6,3,633.0,15705,130,90,60,IDOTRR,281907
1105,10,1626,1942,1952,2008,1174.0,892,734,2,0,3,5,2,454.0,6461,460,30,80,Blmngtn,342916
1106,5,1451,1971,1986,2007,759.0,1030,421,1,1,4,7,3,650.0,1532,490,80,160,Veenker,213768
1107,6,1263,1935,1960,2007,640.0,982,281,1,1,2,5,2,412.0,6198,480,200,120,ClearCr,182102
1108,8,1858,1990,1990,2006,1784.0,1138,720,2,0,2,6,1,,10387,80,100,80,SWISU,303839
1109,8,1305,1947,1962,2006,736.0,747,558,2,1,4,7,2,402.0,10216,180,250,80,Timber,251238
1110,5,1428,1925,1935,2007,1032.0,951,477,1,1,4,7,2,444.0,14835,220,110,190,Blmngtn,189642
1111,8,1457,1946,1946,2010,1322.0,1076,381,2,0,5,8,1,218.0,7677,400,110,110,NWAmes,256358
1112,5,1396,1885,1885,2010,1318.0,699,697,1,0,2,4,2,455.0,9938,270,170,180,NridgHt,218804
1113,5,1252,1903,1908,2009,951.0,863,389,1,1,2,6,2,440.0,5426,150,30,140,NridgHt,194650
1114,7,1359,1973,1973,2006,1063.0,922,437,2,1,2,4,2,440.0,16878,250,280,170,BrkSide,233988
1115,7,1468,1892,1897,2009,1225.0,874,594,2,0,3,5,2,496.0,11788,370,270,70,StoneBr,249171
1116,7,1687,1904,1904,2006,1654.0,1071,616,2,0,3,6,2,452.0,11654,390,80,50,Blmngtn,278990
1117,4,1121,1997,2017,2007,898.0,643,478,2,1,3,7,1,306.0,4459,240,70,50,OldTown,145737
1118,9,1966,1961,1976,2010,1532.0,1448,518,3,1,2,4,2,463.0,2893,340,180,20,NPkVill,333400
1119,6,1795,1990,1990,2010,910.0,1239,556,2,0,3,5,1,274.0,19907,40,230,20,Crawfor,250458
1120,4,787,1961,1961,2007,425.0,519,268,1,1,3,5,0,23.0,14525,60,120,10,Timber,121690
1121,9,2173,1945,1965,2009,,1342,831,2,0,2,5,2,429.0,7564,220,10,40,Gilbert,377418
1122,10,2020,1924,1924,2009,1955.0,1186,834,1,1,4,7,2,450.0,8139,240,180,190,StoneBr,377912
1123,9,1670,1993,1993,2008,1558.0,1247,423,3,0,2,4,2,486.0,3978,0,130,110,Veenker,342579
1124,8,1433,1942,1952,2006,,910,523,1,0,4,8,3,639.0,9429,210,40,50,SWISU,265766
1125,8,1662,1955,1960,2009,1269.0,1081,581,2,0,4,8,2,407.0,10673,30,260,150,Veenker,305498
1126,7,1734,1993,2013,2007,1550.0,1137,597,1,1,3,6,2,461.0,12915,270,270,40,Timber,284252
1127,4,1074,1990,2015,2009,988.0,681,393,2,1,3,6,3,651.0,9918,470,290,50,Sawyer,172621
1128,6,1702,1914,1939,2010,1402.0,981,721,2,1,3,6,3,633.0,19150,130,250,30,Veenker,255840
1129,6,1109,1932,1947,2006,742.0,594,515,3,1,4,7,3,638.0,3557,320,90,130,NWAmes,160983
1130,6,1397,1905,1925,2008,1026.0,739,658,1,0,3,6,1,223.0,15203,30,230,20,Timber,193281
1131,8,1449,1893,1898,2006,1346.0,1053,396,1,1,4,6,2,477.0,15883,410,160,160,IDOTRR,245381
1132,7,1622,1997,2002,2010,1053.0,919,703,1,0,5,8,2,450.0,15435,100,190,40,Blmngtn,255301
1133,4,1277,1924,1939,2010,1228.0,659,618,2,1,5,8,2,,11943,380,150,50,OldTown,141410
1134,5,1165,1930,1945,2010,716.0,861,304,2,0,3,6,2,432.0,4441,310,160,190,Somerst,188029
1135,8,1179,1998,1998,2010,1031.0,643,536,1,0,4,7,0,90.0,1656,30,0,30,OldTown,216678
1136,4,1139,1898,1903,2007,928.0,783,356,1,0,5,7,3,656.0,13755,0,270,120,CollgCr,159644
1137,9,1937,1961,1971,2008,1694.0,1165,772,2,1,3,7,2,385.0,18644,250,200,70,CollgCr,355961
1138,7,1630,1955,1980,2010,1171.0,876,754,1,1,3,5,2,463.0,10465,320,210,100,Edwards,216112
1139,7,1797,1971,1981,2010,1736.0,1121,676,1,1,2,6,2,,18841,160,140,180,OldTown,249834
1140,7,1335,1912,1912,2009,1089.0,673,662,1,0,2,5,2,445.0,16305,260,160,40,NWAmes,206900
1141,8,1836,1907,1927,2008,1182.0,1381,455,1,1,4,8,1,279.0,18137,410,100,40,NPkVill,278510
1142,6,1638,2002,2017,2006,1341.0,1071,567,1,0,3,6,2,452.0,19453,40,210,20,Veenker,249475
1143,8,1344,2005,2005,2008,864.0,728,616,1,1,4,8,3,701.0,9005,60,40,10,Crawfor,255891
1144,7,1613,1916,1926,2008,1043.0,921,692,2,1,4,7,2,453.0,13905,240,30,20,Blueste,245291
1145,6,1299,1978,1978,2008,909.0,824,475,2,0,3,6,2,436.0,14337,70,250,140,NWAmes,233391
1146,9,1833,1977,2002,2010,1697.0,1020,813,2,0,3,5,2,395.0,10499,330,200,60,MeadowV,293032
1147,8,1769,2006,2006,2010,1327.0,1027,742,2,0,2,5,2,428.0,11473,400,230,20,Crawfor,302939
1148,8,1602,1959,1959,2007,1344.0,1057,545,1,0,4,7,2,440.0,13355,30,80,140,IDOTRR,228344
1149,9,1714,1917,1927,2006,1192.0,1285,429,2,0,3,6,2,493.0,8057,110,260,100,NPkVill,297485
1150,9,1856,1956,1956,2009,1172.0,1151,705,2,0,3,6,1,236.0,10571,300,150,150,StoneBr,341338
1151,8,1482,2005,2005,2008,1448.0,1059,423,2,0,2,4,1,299.0,6588,100,290,120,NAmes,279932
1152,9,1632,1966,1976,2006,1308.0,1245,387,1,1,4,7,2,415.0,17884,360,110,10,SawyerW,284145
1153,8,1835,1933,1933,2006,1774.0,1036,799,2,1,4,7,3,626.0,18050,430,170,190,StoneBr,321960
1154,8,1470,1895,1895,2007,884.0,1090,380,1,0,3,5,2,483.0,3563,350,210,110,NPkVill,252131
1155,7,1683,1907,1932,2009,965.0,1223,460,2,0,3,7,1,232.0,9803,440,20,60,SawyerW,229442
1156,8,1792,1925,1925,2008,1662.0,1087,705,3,0,4,8,2,482.0,13131,210,140,0,Edwards,286369
1157,5,904,1951,1951,2009,759.0,720,184,2,0,3,7,0,25.0,2625,0,170,130,BrkSide,120940
1158,9,1714,1964,1984,2007,1016.0,992,722,2,1,3,7,2,428.0,4141,490,110,90,Veenker,313892
1159,9,2088,1905,1915,2010,1325.0,1203,885,3,1,3,5,1,269.0,19313,30,290,20,BrkSide,302604
1160,2,603,1964,1979,2006,542.0,441,162,2,1,2,6,3,625.0,11735,350,120,100,BrkSide,92202
1161,8,1607,1944,1954,2008,1168.0,1013,594,1,0,3,6,1,241.0,14294,70,0,190,Veenker,282244
1162,4,1192,1994,2014,2010,,714,478,3,1,3,5,0,61.0,19518,240,30,140,NridgHt,209871
1163,6,1556,1943,1948,2007,1025.0,861,695,1,0,3,7,2,442.0,10362,270,70,50,Timber,222538
1164,8,1649,1966,1971,2009,1138.0,1203,446,2,1,2,5,1,233.0,4611,370,180,170,CollgCr,287879
1165,5,1130,1986,1991,2006,1124.0,831,299,1,1,3,6,2,,3190,350,200,120,BrDale,152966
1166,8,1984,1975,1985,2008,1237.0,1329,655,2,1,3,5,3,693.0,17240,350,290,140,NPkVill,326993
1167,9,2197,1956,1956,2010,1654.0,1729,468,2,1,3,6,0,99.0,16594,420,250,20,Veenker,360289
1168,7,1745,1966,1976,2010,1609.0,1039,706,3,0,3,6,2,459.0,17375,400,200,140,OldTown,267795
1169,1,667,1936,1961,2006,413.0,377,290,2,1,5,8,3,643.0,10656,450,40,0,Somerst,106738
1170,6,1238,1982,2002,2009,876.0,870,368,1,0,2,4,2,444.0,18164,30,100,90,Blueste,188989
1171,7,1383,1970,1995,2007,1116.0,1006,377,2,0,4,7,3,674.0,5946,120,240,170,BrkSide,238456
1172,10,2104,1924,1944,2009,1558.0,1193,911,1,0,3,6,1,280.0,11658,370,230,70,BrDale,328328
1173,7,1633,1967,1982,2009,1191.0,854,779,2,1,3,6,1,233.0,4308,440,230,110,Crawfor,244769
1174,6,1680,1994,1994,2009,1144.0,1248,432,2,1,3,7,1,282.0,6902,240,280,40,OldTown,215984
1175,7,1680,1926,1936,2006,1332.0,1332,348,2,1,3,6,2,468.0,3464,20,280,0,NWAmes,259229
1176,7,1249,1929,1939,2006,1014.0,866,383,2,1,4,8,2,481.0,18706,310,160,70,OldTown,195002
1177,8,1910,1963,1963,2007,1578.0,1114,796,1,0,3,5,1,201.0,11129,380,160,40,CollgCr,333001
1178,4,900,1970,1990,2009,481.0,719,181,2,1,3,6,2,437.0,3561,0,10,160,NridgHt,175971
1179,8,1623,1970,1970,2006,1323.0,1246,377,2,1,4,6,2,444.0,5365,100,290,140,Blueste,256640
1180,7,1600,1988,1988,2007,1562.0,1046,554,2,0,3,6,2,435.0,5794,10,230,30,NridgHt,310812
1181,10,2399,1936,1946,2007,1848.0,1793,606,1,0,2,4,0,107.0,15671,40,250,120,ClearCr,399145
1182,6,2021,1910,1910,2009,1733.0,1505,516,2,1,1,4,1,237.0,14465,210,0,160,Sawyer,237750
1183,7,1671,1900,1900,2008,1300.0,1304,367,1,1,3,6,2,464.0,13728,450,30,120,NAmes,221444
1184,10,1963,1969,1969,2009,1820.0,1476,487,2,1,3,6,1,254.0,17151,120,80,10,StoneBr,395198
1185,4,1206,1919,1944,2008,1163.0,835,371,1,1,3,6,2,441.0,17961,470,10,30,Sawyer,133189
1186,10,2177,1991,2011,2007,1289.0,1486,691,2,1,3,7,2,428.0,3659,220,20,10,Veenker,383537
1187,8,1635,1924,1939,2006,1174.0,1046,589,1,1,2,5,3,711.0,14322,460,260,110,Timber,259390
1188,3,1309,1956,1976,2010,911.0,900,409,2,1,4,8,2,443.0,4687,300,50,180,SWISU,153429
1189,6,1446,1966,1966,2007,1015.0,1067,379,1,1,4,8,2,476.0,8635,340,120,170,Mitchel,213360
1190,8,1799,1980,1980,2006,1012.0,1422,377,2,0,5,8,3,649.0,15008,370,140,90,StoneBr,320546
1191,3,1083,1996,1996,2007,982.0,693,390,2,1,4,8,3,636.0,2289,400,100,40,Sawyer,145733
1192,7,1634,1971,1976,2009,846.0,1098,536,2,0,4,8,2,453.0,19447,340,90,100,Blmngtn,253759
1193,6,1567,1907,1907,2008,1197.0,992,575,1,1,4,7,2,459.0,2822,440,20,0,SWISU,186837
1194,7,1426,1904,1904,2007,1184.0,998,428,2,0,3,6,2,435.0,14887,120,190,20,Mitchel,231966
1195,3,838,1937,1937,2006,505.0,577,261,1,0,2,5,2,427.0,8173,60,80,160,NoRidge,144382
1196,9,1629,1920,1940,2009,1552.0,823,806,1,0,3,6,3,664.0,19386,40,240,140,Timber,315353
1197,10,2087,1954,1954,2010,1918.0,1382,705,2,1,2,5,2,453.0,8616,280,90,130,NridgHt,430279
1198,10,2155,1917,1937,2009,1585.0,1134,1021,1,0,4,8,2,430.0,19543,70,200,140,NAmes,384809
1199,8,1791,1954,1969,2008,1263.0,909,882,1,0,3,7,1,221.0,11007,70,220,150,Gilbert,267444
1200,5,1584,1945,1950,2009,979.0,1167,417,3,0,3,5,0,60.0,4562,60,240,30,NAmes,184286
1201,8,1698,1882,1882,2010,1468.0,980,718,3,0,2,4,1,192.0,19954,180,230,180,Timber,303795
1202,2,933,1996,1996,2006,527.0,561,372,2,0,3,7,1,242.0,12368,380,260,70,NridgHt,169006
1203,2,581,1978,1988,2007,488.0,301,280,1,0,3,5,2,454.0,4053,220,220,50,Somerst,92268
1204,6,1322,1898,1918,2008,1217.0,732,590,1,0,3,6,1,302.0,18928,350,110,150,Crawfor,180362
1205,7,1689,1995,1995,2010,1037.0,1232,457,2,0,3,6,2,450.0,11479,410,70,20,OldTown,241577
1206,8,1869,2004,2014,2008,1744.0,1211,658,1,0,1,3,1,240.0,7457,310,200,70,Veenker,316050
1207,8,1641,1967,1982,2009,847.0,1254,387,3,0,3,5,1,258.0,13227,440,200,40,Blmngtn,257880
1208,7,1535,1914,1914,2008,1468.0,950,585,1,1,3,6,2,428.0,6078,30,200,40,NoRidge,283538
1209,6,1096,1880,1900,2010,612.0,636,460,3,0,4,6,3,643.0,7121,290,160,110,NridgHt,195792
1210,10,1928,2005,2005,2007,1586.0,1165,763,2,0,3,6,2,450.0,3466,410,210,0,Edwards,345371
1211,6,1578,1968,1988,2007,986.0,1126,452,2,0,3,6,2,468.0,12048,380,40,60,Timber,232978
1212,7,1665,1904,1909,2008,1528.0,1109,556,1,0,5,8,2,429.0,15364,40,230,100,ClearCr,270181
1213,5,1350,1895,1920,2006,1020.0,1041,309,2,0,3,7,2,449.0,13179,20,70,90,Somerst,185490
1214,8,1709,1952,1962,2008,970.0,1163,546,1,0,3,6,2,396.0,16475,210,170,20,Blueste,259717
1215,8,1701,2008,2013,2009,,1102,599,2,1,3,6,1,265.0,15667,270,100,70,NridgHt,320070
1216,5,1117,1921,1936,2007,786.0,821,296,2,1,4,7,2,443.0,3514,210,210,0,SawyerW,171804
1217,4,1239,1959,1959,2007,1029.0,971,268,1,0,3,6,2,506.0,6124,210,270,70,NWAmes,194522
1218,8,1784,1983,1993,2007,1678.0,1082,702,2,1,3,7,2,460.0,7368,330,260,190,Edwards,293378
